2010 Federal Election House of Representatives Two Party Preferred By Polling Place [Please Note: These results are not final. Event:15508 Phase:PostElection Generated:2010-08-22T07:44:31 Cycle:616f42f6-2035-4b88-9530-8ecd800c5267 Created:2010-08-22T07:29:29 Environment:PROD Site:CDC Server:DB01 Version:6.0.9.8314]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Australian Labor Party Votes,Australian Labor Party Percentage,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,TotalVotes,Swing
QLD,170,Maranoa,58613,Nanango Interstate PPVC,0,0,0,0,0,0
QLD,170,Maranoa,58600,Nanango PPVC,149,51.56,140,48.44,289,-9.44
QLD,170,Maranoa,6467,Nobby,25,12.69,172,87.31,197,-6.74
QLD,170,Maranoa,5505,Perseverance,73,34.93,136,65.07,209,-10.96
QLD,170,Maranoa,6470,Pilton,11,10.19,97,89.81,108,-7.99
QLD,170,Maranoa,6471,Pratten,30,31.58,65,68.42,95,7.34
QLD,170,Maranoa,6205,Quilpie,57,18.15,257,81.85,314,-13.67
QLD,170,Maranoa,58804,Remote Mobile Team 1,89,22.42,308,77.58,397,-10.91
QLD,170,Maranoa,6209,Roma,494,26.82,1348,73.18,1842,-5.48
QLD,170,Maranoa,47770,Roma Interstate PPVC,0,0,0,0,0,0
QLD,170,Maranoa,47712,Roma PPVC,44,19.73,179,80.27,223,-41.29
QLD,170,Maranoa,6208,Roma South,268,27.1,721,72.9,989,-8.83
QLD,170,Maranoa,6210,Roma West,114,28.08,292,71.92,406,-14.03
QLD,170,Maranoa,6477,Ryeford,12,7.69,144,92.31,156,-7.85
QLD,170,Maranoa,32630,Special Hospital Team 1,0,0,0,0,0,-30
QLD,170,Maranoa,32631,Special Hospital Team 2,0,0,0,0,0,-30.77
QLD,170,Maranoa,32632,Special Hospital Team 3,0,0,0,0,0,-29.63
QLD,170,Maranoa,32633,Special Hospital Team 4,0,0,0,0,0,-31.25
QLD,170,Maranoa,46362,Special Hospital Team 5,0,0,0,0,0,-30.59
QLD,170,Maranoa,46363,Special Hospital Team 6,0,0,0,0,0,-30.36
QLD,170,Maranoa,6214,St George,430,32.65,887,67.35,1317,-4.24
QLD,170,Maranoa,46667,St George Interstate PPVC,0,0,0,0,0,0
QLD,170,Maranoa,46666,St George PPVC,29,19.59,119,80.41,148,-42.41
QLD,170,Maranoa,6216,St Ruth,2,5.41,35,94.59,37,-6.22
QLD,170,Maranoa,6220,Stanthorpe,586,30.83,1315,69.17,1901,-20.43
QLD,170,Maranoa,46660,Stanthorpe Interstate PPVC,0,0,0,0,0,0
QLD,170,Maranoa,46658,Stanthorpe PPVC,81,28.42,204,71.58,285,-32.64
QLD,170,Maranoa,6222,Stanthorpe South,129,31.16,285,68.84,414,-11.53
QLD,170,Maranoa,6221,Stanthorpe West,193,34.59,365,65.41,558,-15.07
QLD,170,Maranoa,6223,Surat,83,27.85,215,72.15,298,-0.09
QLD,170,Maranoa,6623,Taabinga,652,33.73,1281,66.27,1933,-4.57
QLD,170,Maranoa,6224,Talwood,27,23.68,87,76.32,114,-5.38
QLD,170,Maranoa,6225,Tambo,48,19.28,201,80.72,249,-9.89
QLD,170,Maranoa,6226,Tara,282,32.68,581,67.32,863,-5.94
QLD,170,Maranoa,6228,Texas,155,31.76,333,68.24,488,-9.15
QLD,170,Maranoa,58614,Texas Interstate PPVC,0,0,0,0,0,0
QLD,170,Maranoa,58601,Texas PPVC,0,0,0,0,0,-62.5
QLD,170,Maranoa,6229,Thallon,19,24.68,58,75.32,77,-7
QLD,170,Maranoa,6230,Thargomindah,27,22.88,91,77.12,118,-14.29
QLD,170,Maranoa,6231,The Gums,2,2.13,92,97.87,94,-5.87
QLD,170,Maranoa,6232,The Summit,136,27.76,354,72.24,490,-18.05
QLD,170,Maranoa,6233,Toobeah,14,13.86,87,86.14,101,3.15
QLD,170,Maranoa,6235,Wallangarra,98,38.13,159,61.87,257,-14.63
QLD,170,Maranoa,6236,Wallumbilla,35,14.58,205,85.42,240,-6.79
QLD,170,Maranoa,6237,Wandoan,26,9.22,256,90.78,282,-9.23
QLD,170,Maranoa,6238,Warra,18,15.38,99,84.62,117,-3.93
QLD,170,Maranoa,6482,Warwick,577,33.7,1135,66.3,1712,-10.69
QLD,170,Maranoa,6483,Warwick East,630,31.2,1389,68.8,2019,-10.64
QLD,170,Maranoa,6443,Warwick North,276,32.82,565,67.18,841,-6.36
QLD,170,Maranoa,32628,Warwick PPVC,512,28.1,1310,71.9,1822,-33.19
QLD,170,Maranoa,6484,Warwick South,228,26.89,620,73.11,848,-10.36
QLD,170,Maranoa,6485,Warwick West,509,33.29,1020,66.71,1529,-9.8
QLD,170,Maranoa,6241,Windorah,7,10.45,60,89.55,67,-3.84
QLD,170,Maranoa,5906,Winton,172,32.51,357,67.49,529,-11.91
QLD,170,Maranoa,46710,Winton PPVC,21,26.25,59,73.75,80,-34.46
QLD,170,Maranoa,47711,Wooroolin,51,21.34,188,78.66,239,-18.8
QLD,170,Maranoa,6243,Wyandra,11,22,39,78,50,4.46
QLD,170,Maranoa,6488,Yangan,93,20.13,369,79.87,462,-5.72
QLD,170,Maranoa,5521,Yarraman,214,35.37,391,64.63,605,-9.42
QLD,170,Maranoa,6246,Yelarbon,61,31.77,131,68.23,192,-3.47
QLD,170,Maranoa,6247,Yuleba,20,12.58,139,87.42,159,-10.75
QLD,171,McPherson,55961,Bonogin (McPherson),118,29.57,281,70.43,399,-4.23
QLD,171,McPherson,14226,Brisbane City (McPherson),13,33.33,26,66.67,39,-22.55
QLD,171,McPherson,6063,Broadbeach (McPherson),74,38.95,116,61.05,190,2.42
QLD,171,McPherson,6064,Burleigh Heads (McPherson),1184,41.5,1669,58.5,2853,-2.99
QLD,171,McPherson,32572,Burleigh Heads McPHERSON PPVC,3205,38.72,5072,61.28,8277,-20.8
QLD,171,McPherson,6065,Burleigh North (McPherson),349,39.75,529,60.25,878,-2.31
QLD,171,McPherson,6067,Burleigh Waters,1060,40.78,1539,59.22,2599,-5.21
QLD,171,McPherson,6068,Burleigh West,336,43.92,429,56.08,765,2.57
QLD,171,McPherson,6072,Coolangatta,459,47.27,512,52.73,971,0.68
QLD,171,McPherson,47728,Coolangatta Airport McPHERSON PPVC,173,53.73,149,46.27,322,-5.81
QLD,171,McPherson,6073,Currumbin,1069,46.08,1251,53.92,2320,-0.07
QLD,171,McPherson,6074,Currumbin Valley,174,40.37,257,59.63,431,-2.96
QLD,171,McPherson,31442,Currumbin Waters,1100,43.88,1407,56.12,2507,2.7
QLD,171,McPherson,30162,Divisional Office (PREPOLL),0,0,0,0,0,0
QLD,171,McPherson,6075,Elanora,872,41.72,1218,58.28,2090,0.47
QLD,171,McPherson,12023,Elanora West,1568,46.45,1808,53.55,3376,1.4
QLD,171,McPherson,6081,Kirra,657,47.2,735,52.8,1392,-5.19
QLD,171,McPherson,6084,Mermaid Waters (McPherson),108,30.77,243,69.23,351,-5.25
QLD,171,McPherson,6086,Merrimac (McPherson),737,37.54,1226,62.46,1963,0.35
QLD,171,McPherson,37744,Merrimac East (McPherson),101,23.17,335,76.83,436,-8.23
QLD,171,McPherson,37743,Miami West (McPherson),207,40.35,306,59.65,513,1.8
QLD,171,McPherson,6090,Mudgeeraba (McPherson),621,40.94,896,59.06,1517,1.91
QLD,171,McPherson,6094,Palm Beach,701,42.2,960,57.8,1661,-4.37
QLD,171,McPherson,47725,Palm Beach McPHERSON PPVC,485,40.18,722,59.82,1207,-19.36
QLD,171,McPherson,6095,Palm Beach North,1106,44.45,1382,55.55,2488,0.79
QLD,171,McPherson,6096,Palm Beach South,1161,46.55,1333,53.45,2494,-2.69
QLD,171,McPherson,32522,Reedy Creek,961,35.98,1710,64.02,2671,-1.34
QLD,171,McPherson,6097,Robina,1513,28.94,3715,71.06,5228,-4.46
QLD,171,McPherson,33996,Robina West (McPherson),851,35.17,1569,64.83,2420,-1.75
QLD,171,McPherson,58704,Southport McPHERSON PPVC,241,31.3,529,68.7,770,-28.29
QLD,171,McPherson,32570,Special Hospital Team 1,0,0,0,0,0,-40.45
QLD,171,McPherson,32571,Special Hospital Team 2,0,0,0,0,0,-40.91
QLD,171,McPherson,47747,Special Hospital Team 3,0,0,0,0,0,-40.74
QLD,171,McPherson,58760,Special Hospital Team 4,0,0,0,0,0,-40.82
QLD,171,McPherson,12024,Tallai (McPherson),710,36.92,1213,63.08,1923,-1.65
QLD,171,McPherson,6100,Tallebudgera,460,35.74,827,64.26,1287,-4.3
QLD,171,McPherson,6079,Tallebudgera Valley,178,31.5,387,68.5,565,-3.67
QLD,171,McPherson,6101,Tugun,1289,41.86,1790,58.14,3079,-4.21
QLD,171,McPherson,58543,Varsity Lakes,407,37.41,681,62.59,1088,-5.04
QLD,171,McPherson,38227,Varsity Lakes Central,1077,39.26,1666,60.74,2743,-1.15
QLD,171,McPherson,6066,Varsity Lakes South,1129,47.08,1269,52.92,2398,1.91
QLD,172,Moncrieff,12030,Aquinas,151,43.39,197,56.61,348,0.35
QLD,172,Moncrieff,6254,Ashmore (Moncrieff),793,27.32,2110,72.68,2903,-8.96
QLD,172,Moncrieff,12031,Ashmore West (Moncrieff),496,29.97,1159,70.03,1655,-3.76
QLD,172,Moncrieff,6258,Benowa,938,24.15,2946,75.85,3884,-5.37
QLD,172,Moncrieff,14228,Brisbane City (Moncrieff),26,55.32,21,44.68,47,23.01
QLD,172,Moncrieff,12061,Broadbeach (Moncrieff),823,30.86,1844,69.14,2667,-5.66
QLD,172,Moncrieff,37797,Burleigh Heads (Moncrieff),97,41.1,139,58.9,236,1.57
QLD,172,Moncrieff,58698,Burleigh Heads MONCRIEFF PPVC,453,37.13,767,62.87,1220,1.53
QLD,172,Moncrieff,37798,Burleigh North (Moncrieff),139,37.57,231,62.43,370,-6.59
QLD,172,Moncrieff,32500,Carrara,755,31.67,1629,68.33,2384,-1.12
QLD,172,Moncrieff,58689,Coolangatta Airport MONCRIEFF PPVC,41,35.04,76,64.96,117,-0.53
QLD,172,Moncrieff,30163,Divisional Office (PREPOLL),0,0,0,0,0,-35.58
QLD,172,Moncrieff,6076,Evandale,616,23.68,1985,76.32,2601,-5.04
QLD,172,Moncrieff,6077,Florida Gardens,232,24.07,732,75.93,964,-3.2
QLD,172,Moncrieff,34127,Highland Park,1206,40.88,1744,59.12,2950,-0.42
QLD,172,Moncrieff,6080,Isle Of Capri,460,20.56,1777,79.44,2237,-3.73
QLD,172,Moncrieff,6291,Keebra Park,688,44.47,859,55.53,1547,-2.81
QLD,172,Moncrieff,6082,Main Beach,340,18.45,1503,81.55,1843,-2.91
QLD,172,Moncrieff,6083,Mermaid Beach,461,33.48,916,66.52,1377,-1.88
QLD,172,Moncrieff,32573,Mermaid Beach MONCRIEFF PPVC,481,26.11,1361,73.89,1842,-9.39
QLD,172,Moncrieff,12060,Mermaid Waters (Moncrieff),655,35.99,1165,64.01,1820,-1.08
QLD,172,Moncrieff,12062,Merrimac (Moncrieff),424,29.22,1027,70.78,1451,-4.85
QLD,172,Moncrieff,6087,Merrimac East (Moncrieff),437,27.16,1172,72.84,1609,-4.16
QLD,172,Moncrieff,6088,Miami,597,40.07,893,59.93,1490,-3.11
QLD,172,Moncrieff,6085,Miami West (Moncrieff),841,36.9,1438,63.1,2279,-0.33
QLD,172,Moncrieff,6089,Moana Park,402,26.26,1129,73.74,1531,-2.82
QLD,172,Moncrieff,6279,Musgrave Hill (Moncrieff),750,46.01,880,53.99,1630,-3.99
QLD,172,Moncrieff,37828,Nerang (Moncrieff),365,38.3,588,61.7,953,-2.19
QLD,172,Moncrieff,31728,Nerang East,284,35.54,515,64.46,799,-2.26
QLD,172,Moncrieff,6092,Nerang South,1113,39.04,1738,60.96,2851,-3.34
QLD,172,Moncrieff,32516,Nerang West (Moncrieff),1202,41.38,1703,58.62,2905,-2.22
QLD,172,Moncrieff,37827,Robina West (Moncrieff),41,34.75,77,65.25,118,3.28
QLD,172,Moncrieff,6289,Southport (Moncrieff),764,39.94,1149,60.06,1913,-3.65
QLD,172,Moncrieff,32562,Southport MONCRIEFF PPVC,1589,28.84,3920,71.16,5509,-6.75
QLD,172,Moncrieff,12029,Southport North,211,39.74,320,60.26,531,-8.87
QLD,172,Moncrieff,6292,Southport West,531,41.26,756,58.74,1287,-4
QLD,172,Moncrieff,32564,Special Hospital Team 1,0,0,0,0,0,-25.97
QLD,172,Moncrieff,32565,Special Hospital Team 2,0,0,0,0,0,-25.78
QLD,172,Moncrieff,32566,Special Hospital Team 3,0,0,0,0,0,-26.13
QLD,172,Moncrieff,6099,Surfers Paradise,549,34.79,1029,65.21,1578,-2.95
QLD,172,Moncrieff,32563,Surfers Paradise MONCRIEFF PPVC,211,25.67,611,74.33,822,-9.75
QLD,172,Moncrieff,12028,Worongary,316,47.09,355,52.91,671,0.2
QLD,173,Moreton,5525,Acacia Ridge,749,67.84,355,32.16,1104,-6.9
QLD,173,Moreton,5526,Acacia Ridge South,1193,63.26,693,36.74,1886,-10.64
QLD,173,Moreton,37838,Annerley (Moreton),373,65.78,194,34.22,567,-1.43
QLD,173,Moreton,6304,Annerley Junction,661,62.3,400,37.7,1061,-2.7
QLD,173,Moreton,14229,Brisbane City (Moreton),173,64.31,96,35.69,269,1.48
QLD,173,Moreton,58693,Brisbane City MORETON PPVC,342,53.19,301,46.81,643,-1.08
QLD,173,Moreton,5530,Chelmer,293,43.54,380,56.46,673,9.9
QLD,173,Moreton,5387,Coopers Plains,1173,58.42,835,41.58,2008,-6.17
QLD,173,Moreton,5532,Corinda,862,50,862,50,1724,-6.1
QLD,173,Moreton,8873,Corinda South,614,51.55,577,48.45,1191,-7.27
QLD,173,Moreton,30164,Divisional Office (PREPOLL),95,46.34,110,53.66,205,-7.75
QLD,173,Moreton,31526,Eight Mile Plains (Moreton),201,40.04,301,59.96,502,-2.5
QLD,173,Moreton,6312,Fairfield,658,60.42,431,39.58,1089,-4.8
QLD,173,Moreton,5535,Graceville,1091,43.54,1415,56.46,2506,-5.89
QLD,173,Moreton,5534,Graceville West,277,34.45,527,65.55,804,-9.59
QLD,173,Moreton,37844,Holland Park West (Moreton),263,50.1,262,49.9,525,-3.04
QLD,173,Moreton,58703,Indooroopilly MORETON PPVC,238,38.7,377,61.3,615,-15.62
QLD,173,Moreton,5540,Kuraby (Moreton),1247,47.94,1354,52.06,2601,-4.66
QLD,173,Moreton,5394,Macgregor,682,44.17,862,55.83,1544,-7.7
QLD,173,Moreton,5396,Macgregor West,921,45.04,1124,54.96,2045,-8.61
QLD,173,Moreton,5541,Moorooka,602,61.68,374,38.32,976,-5.23
QLD,173,Moreton,5397,Moorooka East,1159,64.07,650,35.93,1809,-2.15
QLD,173,Moreton,6321,Moorvale,599,58.04,433,41.96,1032,0.12
QLD,173,Moreton,5543,Oxley (Moreton),938,57.97,680,42.03,1618,-7.04
QLD,173,Moreton,5544,Oxley South,488,55.58,390,44.42,878,-7.6
QLD,173,Moreton,5400,Robertson,656,39.3,1013,60.7,1669,-7.9
QLD,173,Moreton,5547,Rocklea,454,65.99,234,34.01,688,-3.84
QLD,173,Moreton,5403,Runcorn (Moreton),1310,50.52,1283,49.48,2593,-6.27
QLD,173,Moreton,12012,Runcorn East,891,53.13,786,46.87,1677,-9.17
QLD,173,Moreton,5549,Runcorn Heights (Moreton),1483,53.83,1272,46.17,2755,-4.78
QLD,173,Moreton,5404,Salisbury,1563,59.72,1054,40.28,2617,-3.22
QLD,173,Moreton,5550,Sherwood,984,47.58,1084,52.42,2068,-4.17
QLD,173,Moreton,32696,Special Hospital Team 1,0,0,0,0,0,-36.73
QLD,173,Moreton,32697,Special Hospital Team 2,0,0,0,0,0,-36.79
QLD,173,Moreton,32698,Special Hospital Team 3,0,0,0,0,0,-36.99
QLD,173,Moreton,5409,Sunnybank,877,45.56,1048,54.44,1925,-7.49
QLD,173,Moreton,31801,Sunnybank Hills (Moreton),1970,44.37,2470,55.63,4440,-6.52
QLD,173,Moreton,6332,Tarragindi,663,55.81,525,44.19,1188,-1.06
QLD,173,Moreton,6333,Tarragindi East,788,53.32,690,46.68,1478,0.63
QLD,173,Moreton,34024,Tarragindi MORETON PPVC,627,44.88,770,55.12,1397,-9.42
QLD,173,Moreton,6334,Tennyson,134,40,201,60,335,-10
QLD,173,Moreton,37850,Upper Mt Gravatt (Moreton),140,46.51,161,53.49,301,-3.7
QLD,173,Moreton,5411,Warrigal (Moreton),1976,42.91,2629,57.09,4605,-7.3
QLD,173,Moreton,6336,Wellers Hill (Moreton),1046,52.72,938,47.28,1984,-2.02
QLD,173,Moreton,6337,Yeronga,1058,60.6,688,39.4,1746,-1.67
QLD,173,Moreton,6338,Yeronga West,953,44.08,1209,55.92,2162,-4
QLD,174,Oxley,47707,Augustine Heights,537,46.98,606,53.02,1143,-15.83
QLD,174,Oxley,12052,AVEO Durack,241,42.73,323,57.27,564,-0.54
QLD,174,Oxley,6370,Bellbird Park,1840,67.06,904,32.94,2744,-4.33
QLD,174,Oxley,14230,Brisbane City (Oxley),59,62.11,36,37.89,95,-2.28
QLD,174,Oxley,6351,Camira,1950,60.54,1271,39.46,3221,-5.52
QLD,174,Oxley,6435,Carole Park,603,68.99,271,31.01,874,-5.76
QLD,174,Oxley,6354,Collingwood Park (Oxley),628,62.74,373,37.26,1001,-5.77
QLD,174,Oxley,6441,Darra,1018,63.7,580,36.3,1598,-5.92
QLD,174,Oxley,30165,Divisional Office (PREPOLL),0,0,0,0,0,-57.14
QLD,174,Oxley,6478,Durack,1057,68.73,481,31.27,1538,-9.75
QLD,174,Oxley,31799,Forest Lake,1969,54.79,1625,45.21,3594,-4.02
QLD,174,Oxley,34191,Forest Lake East,1224,52.58,1104,47.42,2328,-5.31
QLD,174,Oxley,47734,Forest Lake PPVC,1151,54.4,965,45.6,2116,-3.09
QLD,174,Oxley,6363,Gailes,822,70.98,336,29.02,1158,-1.27
QLD,174,Oxley,6365,Goodna,2019,66.94,997,33.06,3016,-6.29
QLD,174,Oxley,33102,Grand Ave,1764,55.84,1395,44.16,3159,-3.41
QLD,174,Oxley,6449,Inala,1550,68.13,725,31.87,2275,-8.01
QLD,174,Oxley,6450,Inala West,910,70.22,386,29.78,1296,-7.95
QLD,174,Oxley,58725,Ipswich OXLEY PPVC,182,55.83,144,44.17,326,-1.56
QLD,174,Oxley,5538,Jamboree Heights,1807,41.86,2510,58.14,4317,-5.7
QLD,174,Oxley,5539,Jindalee,1191,40.82,1727,59.18,2918,-3.69
QLD,174,Oxley,31488,Jindalee South,697,39.18,1082,60.82,1779,-2.69
QLD,174,Oxley,5546,Middle Park,1799,45.26,2176,54.74,3975,-1.41
QLD,174,Oxley,56063,Oxley (Oxley),222,54.15,188,45.85,410,-10.86
QLD,174,Oxley,5545,Pallara,410,49.76,414,50.24,824,-3.81
QLD,174,Oxley,6382,Redbank,371,66.25,189,33.75,560,-3.57
QLD,174,Oxley,46432,Redbank Plains (Oxley),446,69.91,192,30.09,638,-1.07
QLD,174,Oxley,47724,Redbank South,577,61.45,362,38.55,939,-9.59
QLD,174,Oxley,6472,Richlands,309,55.18,251,44.82,560,-15.84
QLD,174,Oxley,6473,Richlands East,1000,71.02,408,28.98,1408,-10.98
QLD,174,Oxley,6479,Serviceton South,1350,69.34,597,30.66,1947,-10.1
QLD,174,Oxley,5551,Seventeen Mile Rocks,1361,43.76,1749,56.24,3110,-5.01
QLD,174,Oxley,32733,Special Hospital Team 1,0,0,0,0,0,-48.94
QLD,174,Oxley,32734,Special Hospital Team 2,0,0,0,0,0,-49.32
QLD,174,Oxley,31480,Springfield,1553,61.24,983,38.76,2536,-1.53
QLD,174,Oxley,47721,Springfield Lakes,1344,56.19,1048,43.81,2392,-6.59
QLD,175,Petrie,12034,Aspley (Petrie),583,50.04,582,49.96,1165,0.32
QLD,175,Petrie,6398,Aspley East (Petrie),295,47.05,332,52.95,627,-2.42
QLD,175,Petrie,56096,Aspley West (Petrie),151,43.64,195,56.36,346,0.82
QLD,175,Petrie,6401,Bald Hills,1313,56.21,1023,43.79,2336,-3.67
QLD,175,Petrie,32496,Bald Hills North,207,52.14,190,47.86,397,-3.89
QLD,175,Petrie,11639,Ballycara,416,37.08,706,62.92,1122,-4.59
QLD,175,Petrie,6022,Bracken Ridge,1394,56.39,1078,43.61,2472,0.02
QLD,175,Petrie,6023,Bracken Ridge East,1556,52.93,1384,47.07,2940,-2.84
QLD,175,Petrie,6024,Bracken Ridge West,1606,56.08,1258,43.92,2864,-3.39
QLD,175,Petrie,31527,Bridgeman Downs (Petrie),647,29.37,1556,70.63,2203,-4.67
QLD,175,Petrie,14231,Brisbane City (Petrie),29,40.28,43,59.72,72,-12.25
QLD,175,Petrie,31680,Burpengary East (Petrie),609,46.88,690,53.12,1299,-1.69
QLD,175,Petrie,6399,Carseldine,728,43.62,941,56.38,1669,-2.16
QLD,175,Petrie,46550,Chermside PETRIE PPVC,299,48.7,315,51.3,614,-1.23
QLD,175,Petrie,6407,Clontarf,1059,57.93,769,42.07,1828,-2.81
QLD,175,Petrie,6408,Clontarf Beach,1003,56.7,766,43.3,1769,-3.07
QLD,175,Petrie,5474,Deception Bay,611,60.44,400,39.56,1011,-1.2
QLD,175,Petrie,31690,Deception Bay North,1773,60.02,1181,39.98,2954,-4.25
QLD,175,Petrie,12040,Deception Bay South,1261,57.79,921,42.21,2182,-2.54
QLD,175,Petrie,30166,Divisional Office (PREPOLL),51,43.22,67,56.78,118,-6.78
QLD,175,Petrie,6411,Kippa-Ring,1395,58.76,979,41.24,2374,-2.75
QLD,175,Petrie,6412,Kippa-Ring North,667,51.03,640,48.97,1307,-2.82
QLD,175,Petrie,6416,Kippa-Ring West,1250,58.88,873,41.12,2123,0.04
QLD,175,Petrie,12063,Mango Hill,578,52.79,517,47.21,1095,-2.49
QLD,175,Petrie,6413,Margate,985,56.54,757,43.46,1742,-1.96
QLD,175,Petrie,31440,Moreton Downs,772,59.38,528,40.62,1300,0.42
QLD,175,Petrie,58567,Murrumba Downs (Petrie),293,49.66,297,50.34,590,-4.28
QLD,175,Petrie,38225,North Lakes,1576,49.61,1601,50.39,3177,3.68
QLD,175,Petrie,58525,North Lakes North,730,47.74,799,52.26,1529,1.83
QLD,175,Petrie,6415,Redcliffe,1320,54.64,1096,45.36,2416,-2.83
QLD,175,Petrie,47703,Redcliffe PPVC,1666,51.72,1555,48.28,3221,1.93
QLD,175,Petrie,46453,Redcliffe South,724,55.74,575,44.26,1299,-0.41
QLD,175,Petrie,11642,Rothwell,903,43.33,1181,56.67,2084,-2.14
QLD,175,Petrie,6417,Scarborough,1325,49.77,1337,50.23,2662,-3.59
QLD,175,Petrie,6418,Scarborough North,559,48.74,588,51.26,1147,-5.42
QLD,175,Petrie,32587,Special Hospital Team 1,0,0,0,0,0,-44.79
QLD,175,Petrie,46458,Special Hospital Team 2,0,0,0,0,0,-44.87
QLD,175,Petrie,58563,Special Hospital Team 3,0,0,0,0,0,-44.54
QLD,175,Petrie,58727,Strathpine PETRIE PPVC,423,49.07,439,50.93,862,-0.93
QLD,175,Petrie,33993,Taigum (Petrie),767,64.35,425,35.65,1192,3.83
QLD,175,Petrie,6423,Woody Point,791,56.58,607,43.42,1398,-0.67
QLD,175,Petrie,47775,Woody Point North,773,51.81,719,48.19,1492,-6.15
QLD,176,Rankin,5527,Algester,1722,53.15,1518,46.85,3240,-2.7
QLD,176,Rankin,47723,Algester South,1564,52.86,1395,47.14,2959,-2.52
QLD,176,Rankin,58755,Beenleigh RANKIN PPVC,146,52.9,130,47.1,276,-8.27
QLD,176,Rankin,5528,Berrinba East,1340,71.28,540,28.72,1880,-5.54
QLD,176,Rankin,56194,Boronia Heights (Rankin),435,58.7,306,41.3,741,-6.18
QLD,176,Rankin,14232,Brisbane City (Rankin),83,55.7,66,44.3,149,-9.09
QLD,176,Rankin,6433,Browns Plains (Rankin),1591,61.6,992,38.4,2583,-2.8
QLD,176,Rankin,47736,Browns Plains PPVC,723,49.86,727,50.14,1450,-11.25
QLD,176,Rankin,31791,Burrowes,1691,66.73,843,33.27,2534,-6.53
QLD,176,Rankin,32548,Calamvale,1875,48.45,1995,51.55,3870,-4.79
QLD,176,Rankin,38235,Calamvale East,772,44.81,951,55.19,1723,-10.5
QLD,176,Rankin,5386,Chatswood Hills,870,48.88,910,51.12,1780,-3.15
QLD,176,Rankin,6439,Crestmead,1527,67.99,719,32.01,2246,-6.15
QLD,176,Rankin,47729,Crestmead South,530,66.67,265,33.33,795,-7.04
QLD,176,Rankin,47731,Daisy Hill (Rankin),265,46.25,308,53.75,573,-4.28
QLD,176,Rankin,30167,Divisional Office (PREPOLL),0,0,0,0,0,-61.17
QLD,176,Rankin,12000,Eight Mile Plains (Rankin),1193,50.15,1186,49.85,2379,-4.47
QLD,176,Rankin,47727,Hillcrest (Rankin),636,60.4,417,39.6,1053,-3.37
QLD,176,Rankin,31795,Kingston,1540,70.48,645,29.52,2185,-5.78
QLD,176,Rankin,32567,Kuraby (Rankin),272,48.06,294,51.94,566,-7.66
QLD,176,Rankin,31797,Mabel Park,1903,63.33,1102,36.67,3005,-9.09
QLD,176,Rankin,6461,Marsden (Rankin),828,63.3,480,36.7,1308,-6.84
QLD,176,Rankin,38265,Meadowbrook,221,59.41,151,40.59,372,-0.02
QLD,176,Rankin,31800,Regents Park,1301,55.29,1052,44.71,2353,-7.78
QLD,176,Rankin,31955,Rochedale (Rankin),233,49.16,241,50.84,474,-11.37
QLD,176,Rankin,5402,Rochedale South,1345,45.09,1638,54.91,2983,-7.74
QLD,176,Rankin,56137,Runcorn (Rankin),121,41.72,169,58.28,290,-15.1
QLD,176,Rankin,56144,Runcorn Heights (Rankin),393,43.72,506,56.28,899,-15.16
QLD,176,Rankin,12014,Slacks Creek (Rankin),772,42.7,1036,57.3,1808,-6.75
QLD,176,Rankin,32865,Special Hospital Team 1,0,0,0,0,0,-51.11
QLD,176,Rankin,32866,Special Hospital Team 2,0,0,0,0,0,-51.22
QLD,176,Rankin,58482,Special Hospital Team 3,0,0,0,0,0,-51.4
QLD,176,Rankin,5407,Springwood Central,774,46.15,903,53.85,1677,-3.74
QLD,176,Rankin,47735,Springwood East,281,42.38,382,57.62,663,-9.12
QLD,176,Rankin,5408,Springwood Road,1671,46.82,1898,53.18,3569,-5.04
QLD,176,Rankin,47776,Stretton,1158,48.78,1216,51.22,2374,-6.09
QLD,176,Rankin,56156,Sunnybank Hills (Rankin),178,39.29,275,60.71,453,-11.6
QLD,176,Rankin,5554,Woodridge,1270,68.76,577,31.24,1847,-6.39
QLD,176,Rankin,5536,Woodridge East,859,69.33,380,30.67,1239,-4.59
QLD,176,Rankin,5555,Woodridge North,1330,69.34,588,30.66,1918,-7.92
QLD,176,Rankin,34276,Woodridge PPVC,1622,61.18,1029,38.82,2651,0.07
QLD,176,Rankin,6489,Yugumbir,1978,60.45,1294,39.55,3272,-2.29
QLD,177,Ryan,5169,Ashgrove West (Ryan),615,46.56,706,53.44,1321,-6.23
QLD,177,Ryan,6496,Auchenflower,820,45.76,972,54.24,1792,-5.47
QLD,177,Ryan,6498,Bardon,606,49.84,610,50.16,1216,-5.73
QLD,177,Ryan,46367,Bellbowrie,614,35.53,1114,64.47,1728,-9.35
QLD,177,Ryan,14233,Brisbane City (Ryan),194,55.75,154,44.25,348,-1.62
QLD,177,Ryan,58694,Brisbane City RYAN PPVC,428,48.86,448,51.14,876,-1.31
QLD,177,Ryan,6500,Brookfield,546,25.18,1622,74.82,2168,-7.66
QLD,177,Ryan,6502,Chapel Hill,832,34.14,1605,65.86,2437,-5.31
QLD,177,Ryan,6494,Chapel Hill South,782,38.62,1243,61.38,2025,-6.02
QLD,177,Ryan,30168,Divisional Office (PREPOLL),141,41.47,199,58.53,340,-8.76
